Game,Release date,Price,Owners,Developer(s),Publisher(s),Owners_min,Owners_max,Owners_min_text,Owners_max_text
Military Service,2020-04-07,0.0,"20,000 .. 50,000",Henry/Ming-Xian Huang,MMH Studio,2.00E+04,5.00E+04,20.0K,50.0K
BoxxyQuest: The Gathering Storm,2018-09-13,0.0,"20,000 .. 50,000",SpherianGames,SpherianGames,2.00E+04,5.00E+04,20.0K,50.0K
Paradigm Shift,2021-05-31,0.0,"20,000 .. 50,000","PixieBixxie, NUU-Pro, telos",Lunar Boon,2.00E+04,5.00E+04,20.0K,50.0K
Starship Saboteur Prototype,2020-05-05,0.0,"20,000 .. 50,000",Catland,Catland,2.00E+04,5.00E+04,20.0K,50.0K
天仙变,2020-10-29,0.0,"20,000 .. 50,000",上海闪速软件发展有限公司,上海闪速软件发展有限公司,2.00E+04,5.00E+04,20.0K,50.0K
The Same Crime,2018-03-19,0.0,"20,000 .. 50,000",福州沉浸者网络科技有限公司,福州沉浸者网络科技有限公司,2.00E+04,5.00E+04,20.0K,50.0K
大话江湖,2020-07-03,0.0,"20,000 .. 50,000",大话江湖,大话江湖,2.00E+04,5.00E+04,20.0K,50.0K
Sanguine Melancholia,2020-09-03,0.0,"20,000 .. 50,000",MollyAvast,MollyAvast,2.00E+04,5.00E+04,20.0K,50.0K
Soldier Matt Sowards,2020-03-26,0.0,"20,000 .. 50,000",Matt Sowards,MIRROR Soft,2.00E+04,5.00E+04,20.0K,50.0K
Turtle's Quest,2020-08-26,0.0,"20,000 .. 50,000",Kid's Revolt,Kid's Revolt,2.00E+04,5.00E+04,20.0K,50.0K
The Wizard's Lair,2013-03-01,,"20,000 .. 50,000",Magicbane,Magicbane,2.00E+04,5.00E+04,20.0K,50.0K
Me Smart Orc,2018-08-28,0.0,"20,000 .. 50,000",Bill Ricardi,Bill Ricardi,2.00E+04,5.00E+04,20.0K,50.0K
FierceWind Decay,2020-10-14,0.0,"20,000 .. 50,000",Liqut,Liqut,2.00E+04,5.00E+04,20.0K,50.0K
Quintaesencia,2021-03-05,0.0,"20,000 .. 50,000",Angelus,Angelus,2.00E+04,5.00E+04,20.0K,50.0K
American Isekai Prologue,2020-07-14,0.0,"20,000 .. 50,000",Merle Tester,GMV Studios,2.00E+04,5.00E+04,20.0K,50.0K
古龙传说,2020-12-12,0.0,"20,000 .. 50,000","温小雨, 畅玩网络","温小雨, 畅玩网络",2.00E+04,5.00E+04,20.0K,50.0K
Enthrean Radiance : Prologue,2020-10-29,0.0,"20,000 .. 50,000","Enthrean Guardian, Eggion, stellarNull",Eggion,2.00E+04,5.00E+04,20.0K,50.0K
Story,2020-07-02,0.0,"20,000 .. 50,000",Błażej Smorawski,Błażej Smorawski,2.00E+04,5.00E+04,20.0K,50.0K
Fight For Eden,2020-12-18,0.0,"20,000 .. 50,000",Andonis Gaja,Andonis Gaja,2.00E+04,5.00E+04,20.0K,50.0K
The Battles of Spwak 3,2019-12-06,0.0,"20,000 .. 50,000","CM, Vinicius","CM, Vinicius",2.00E+04,5.00E+04,20.0K,50.0K
A Story In Space,2020-08-18,0.0,"20,000 .. 50,000",Joshua Cutting,Joshua Cutting,2.00E+04,5.00E+04,20.0K,50.0K
Raw Element,2020-12-21,,"20,000 .. 50,000",FURYLZ,FURYLZ,2.00E+04,5.00E+04,20.0K,50.0K
英雄坛说X·归来,2020-11-27,0.0,"20,000 .. 50,000",成都盟布克科技有限公司,成都盟布克科技有限公司,2.00E+04,5.00E+04,20.0K,50.0K
公主的逃脱日常,2018-01-31,0.0,"20,000 .. 50,000",Pioneer,Pioneer,2.00E+04,5.00E+04,20.0K,50.0K
The Legend of Tango,2015-09-11,,"20,000 .. 50,000",Spilt Milk Studios Ltd,Spilt Milk Studios Ltd,2.00E+04,5.00E+04,20.0K,50.0K
末日血战,2021-04-02,0.0,"20,000 .. 50,000",猕猴桃游戏,猕猴桃游戏,2.00E+04,5.00E+04,20.0K,50.0K
Secret Of Dungeon,2023-02-25,0.0,"20,000 .. 50,000",Marlon Vinicius,ArtGameBit,2.00E+04,5.00E+04,20.0K,50.0K
Ancient World War,2020-05-20,0.0,"20,000 .. 50,000",LoveGame,KokoGame,2.00E+04,5.00E+04,20.0K,50.0K
Starfighter General,2020-11-21,0.0,"20,000 .. 50,000","James Sager III, Steve Reynolds, Lokesh Dhanger",James Sager,2.00E+04,5.00E+04,20.0K,50.0K
Mix-Sign: Girl with 3 Signs,2020-01-06,0.0,"20,000 .. 50,000",KellenKyo,KellenKyo,2.00E+04,5.00E+04,20.0K,50.0K
曙光之诗,2020-07-30,0.0,"20,000 .. 50,000",729白起生贺组,729白起生贺组,2.00E+04,5.00E+04,20.0K,50.0K
Requiescat,2021-10-01,,"20,000 .. 50,000","GameBarley CO.,LTD.","GameBarley CO.,LTD.",2.00E+04,5.00E+04,20.0K,50.0K
Crimson Sword Saga: The Peloran Wars,2017-01-06,,"20,000 .. 50,000","David Nguyen, David Chang",OtakuMaker,2.00E+04,5.00E+04,20.0K,50.0K
Happy Marriage Project - Starting from 9 years old -,2020-08-20,0.0,"20,000 .. 50,000","Gotcha Gotcha Games, フォトショ職人, KADOKAWA",Gotcha Gotcha Games,2.00E+04,5.00E+04,20.0K,50.0K
Infinite Dungeon Crawler,2021-06-01,0.0,"20,000 .. 50,000",DD-Consulting,DD-Consulting,2.00E+04,5.00E+04,20.0K,50.0K
Adventure Field 3 Definitive Edition,2017-06-02,0.0,"20,000 .. 50,000",Wathitdew Record,Wathitdew Record,2.00E+04,5.00E+04,20.0K,50.0K
the fairytale of DEATH,2020-01-11,0.0,"20,000 .. 50,000","Frank Gallinsky, Yuri Bechthold",f.y.g.b. Studios,2.00E+04,5.00E+04,20.0K,50.0K
Dawn of the Dragons: Ascension,2019-11-01,0.0,"20,000 .. 50,000",5th Planet Games Development ApS,5th Planet Games Development ApS,2.00E+04,5.00E+04,20.0K,50.0K
Antadin DX,2020-09-01,0.0,"20,000 .. 50,000",Red Skald,Red Skald,2.00E+04,5.00E+04,20.0K,50.0K
The Benza RPG,2020-10-01,0.0,"20,000 .. 50,000",Guilherme Martins,Tokyo Cowboys,2.00E+04,5.00E+04,20.0K,50.0K
Shu's Misfortune,2020-12-22,0.0,"20,000 .. 50,000",Moonana,Komodo,2.00E+04,5.00E+04,20.0K,50.0K
Dream Enders RPG,2019-02-08,0.0,"20,000 .. 50,000",C.A.Withey,C.A.Withey,2.00E+04,5.00E+04,20.0K,50.0K
Macabre,2015-07-06,,"20,000 .. 50,000",MOCBJ Software,MOCBJ Software,2.00E+04,5.00E+04,20.0K,50.0K
8-Bit Attack,2020-07-15,0.0,"20,000 .. 50,000","Startale Games, Petersen Games",Startale Games,2.00E+04,5.00E+04,20.0K,50.0K
Shades Of Heroes,2020-11-02,0.0,"20,000 .. 50,000",Infosuccess3d,Infosuccess3d,2.00E+04,5.00E+04,20.0K,50.0K
Ahlman Arcade 2018,2018-06-30,0.0,"20,000 .. 50,000",Team in Time,Ahlman Game Studio,2.00E+04,5.00E+04,20.0K,50.0K
Chronicles of a Dark Lord: Rhapsody Clash,2015-11-20,,"20,000 .. 50,000",Kisareth Studios,Kisareth Studios,2.00E+04,5.00E+04,20.0K,50.0K
Voyage Senki VR 海洋传说 VR,2018-04-15,0.0,"20,000 .. 50,000","Shanghai Superpoint Technology Co.,Ltd.",Shandong Qianbei Technology Co. Ltd,2.00E+04,5.00E+04,20.0K,50.0K
johnsgame,2017-03-06,0.0,"20,000 .. 50,000",GCRH,GCRH,2.00E+04,5.00E+04,20.0K,50.0K
Cyberforge: First Light,2020-10-26,0.0,"20,000 .. 50,000",Tater Games,Tater Games,2.00E+04,5.00E+04,20.0K,50.0K
Monster RPG 2,2015-10-12,,"20,000 .. 50,000",Nooskewl,Nooskewl,2.00E+04,5.00E+04,20.0K,50.0K
轮回修真OL,2021-01-23,0.0,"20,000 .. 50,000",大鸟工作室,大鸟工作室,2.00E+04,5.00E+04,20.0K,50.0K
Hyperborea,2019-05-10,0.0,"20,000 .. 50,000",Flova Interactive,Flova Interactive,2.00E+04,5.00E+04,20.0K,50.0K
Dungeon Delver,2021-03-15,0.0,"20,000 .. 50,000",Skip Stone Studios,Skip Stone Studios,2.00E+04,5.00E+04,20.0K,50.0K
Runeyana,2017-03-21,0.0,"20,000 .. 50,000",Blackturn Ltd,Blackturn Ltd,2.00E+04,5.00E+04,20.0K,50.0K
iTownGamePlay UNIVERSE,2017-09-30,0.0,"20,000 .. 50,000",Undermax Games,Undermax Games,2.00E+04,5.00E+04,20.0K,50.0K
LONE WOLF: Horizon,2016-12-16,,"20,000 .. 50,000",m4g,M4GDEV,2.00E+04,5.00E+04,20.0K,50.0K
Gods and Kings,2018-12-24,0.0,"20,000 .. 50,000",Xuanjin Studio,Xuanjin Studio,2.00E+04,5.00E+04,20.0K,50.0K
Dragon Awaken,2017-01-03,0.0,"20,000 .. 50,000",Game Hollywood,Global Genom Corporate,2.00E+04,5.00E+04,20.0K,50.0K
Pixelum,2020-10-01,0.0,"20,000 .. 50,000",ZXC Games,ZXC Games,2.00E+04,5.00E+04,20.0K,50.0K
Fastigium,2016-12-17,0.0,"20,000 .. 50,000",ifgames studio,ifgames studio,2.00E+04,5.00E+04,20.0K,50.0K
School of Magic Prologue,2020-08-31,0.0,"20,000 .. 50,000",PartTimeIndie,PartTimeIndie,2.00E+04,5.00E+04,20.0K,50.0K
PP Puncher,2020-10-07,0.0,"20,000 .. 50,000",brennfeu,brennfeu,2.00E+04,5.00E+04,20.0K,50.0K
Granado Espada Japan,2020-03-04,0.0,"20,000 .. 50,000","IMCGAMES CO., LTD.","IMCGAMES CO., LTD.",2.00E+04,5.00E+04,20.0K,50.0K
DreamScapes Dimensions,2021-01-22,0.0,"20,000 .. 50,000",AHDS,AHDS,2.00E+04,5.00E+04,20.0K,50.0K
Luna : The Dimension Watcher,2020-06-05,0.0,"20,000 .. 50,000",Dave Studio,Dave Studio,2.00E+04,5.00E+04,20.0K,50.0K
Heroes of Shadow Guard,2016-08-03,0.0,"20,000 .. 50,000",Iron 27,Iron 27,2.00E+04,5.00E+04,20.0K,50.0K
活下去,2019-10-07,0.0,"20,000 .. 50,000",黑骑士工作室,冰狮游戏,2.00E+04,5.00E+04,20.0K,50.0K
新魔剑（New Magic Sword）,2021-04-18,0.0,"20,000 .. 50,000",Magic,Magic,2.00E+04,5.00E+04,20.0K,50.0K
Kilcount,2018-06-15,0.0,"20,000 .. 50,000",Beatrice,Beatrice,2.00E+04,5.00E+04,20.0K,50.0K
创世-修真录,2017-11-07,0.0,"20,000 .. 50,000",巫师工作室,GY Games,2.00E+04,5.00E+04,20.0K,50.0K
Runewards: Strategy Card Game,2018-02-13,0.0,"20,000 .. 50,000",ReaverGames,Team DYO,2.00E+04,5.00E+04,20.0K,50.0K
Dark Eden Origin,2017-08-17,0.0,"20,000 .. 50,000",SOFTON ENTERTAINMENT,SOFTON ENTERTAINMENT,2.00E+04,5.00E+04,20.0K,50.0K
Dudes on a Map: Virtual Grid Paper,2021-04-20,0.0,"20,000 .. 50,000",Big Sky Software LLC,Big Sky Software LLC,2.00E+04,5.00E+04,20.0K,50.0K
7 Bones and 7 Stones - The Ritual,2020-10-20,0.0,"20,000 .. 50,000",RunAroundGames,RunAroundGames,2.00E+04,5.00E+04,20.0K,50.0K
Weapons of Mythology - New Age -,2016-12-15,,"20,000 .. 50,000",Gamemag,IDC/Games,2.00E+04,5.00E+04,20.0K,50.0K
Patricia,2020-09-03,,"20,000 .. 50,000",KangarooUnderlord,KangarooUnderlord,2.00E+04,5.00E+04,20.0K,50.0K
御龙在天-平衡国战版,2019-05-15,0.0,"20,000 .. 50,000",深圳墨麟科技股份有限公司,深圳墨麟科技股份有限公司,2.00E+04,5.00E+04,20.0K,50.0K
Heart of Enya,2021-03-26,0.0,"20,000 .. 50,000",Team Bapy,Team Bapy,2.00E+04,5.00E+04,20.0K,50.0K
Incremental Epic Breakers,2021-03-17,0.0,"20,000 .. 50,000",Hapiwaku,"Idle System, Inc.",2.00E+04,5.00E+04,20.0K,50.0K
Dragon Glory,2017-10-10,0.0,"20,000 .. 50,000",TeamTop Games,101XP,2.00E+04,5.00E+04,20.0K,50.0K
Mavi's Journey,2018-02-19,0.0,"20,000 .. 50,000",aburasobabiyori,DLsite,2.00E+04,5.00E+04,20.0K,50.0K
Melting Hearts: Our Love Will Grow 2,2016-04-29,,"20,000 .. 50,000",John Wizard,John Wizard,2.00E+04,5.00E+04,20.0K,50.0K
The Sun Will Rise,2016-10-03,0.0,"20,000 .. 50,000",The Sun Will Rise Team,The Sun Will Rise Team,2.00E+04,5.00E+04,20.0K,50.0K
Hotel Tutwin,2019-04-15,0.0,"20,000 .. 50,000",Roxiano Creations,Roxiano Creations,2.00E+04,5.00E+04,20.0K,50.0K
To the Edge of the Sky,2020-02-07,0.0,"20,000 .. 50,000",Ajané J.K. Célestin,Aeon Dream Studios,2.00E+04,5.00E+04,20.0K,50.0K
The Lost,2016-08-18,,"20,000 .. 50,000",Duang,juezhu,2.00E+04,5.00E+04,20.0K,50.0K
Clash of Irons,2022-10-16,0.0,"20,000 .. 50,000",HQ Games,HQ Games,2.00E+04,5.00E+04,20.0K,50.0K
You Doesn't Exist,2017-04-04,0.0,"20,000 .. 50,000",yo252yo,yo252yo,2.00E+04,5.00E+04,20.0K,50.0K
噬元之主,2018-06-03,0.0,"20,000 .. 50,000",lovelin,lovelin,2.00E+04,5.00E+04,20.0K,50.0K
決戰亞爾薩/Heroes of Arzar,2018-08-16,,"20,000 .. 50,000","USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd.",2.00E+04,5.00E+04,20.0K,50.0K
Tap Cats: Epic Card Battle,2018-12-17,,"20,000 .. 50,000",Classy Yak Game Studio,Screenzilla,2.00E+04,5.00E+04,20.0K,50.0K
Lilly and Sasha: Nexus of Souls,2015-05-25,,"20,000 .. 50,000",John Wizard,John Wizard,2.00E+04,5.00E+04,20.0K,50.0K
Shadow Hunter,2015-04-20,0.0,"20,000 .. 50,000",Jeff Trier,Jeff Trier,2.00E+04,5.00E+04,20.0K,50.0K
传奇世界之仗剑天涯H5,2020-12-15,0.0,"20,000 .. 50,000",蝴蝶互动信息技术有限公司,蝴蝶互动信息技术有限公司,2.00E+04,5.00E+04,20.0K,50.0K
The Perfectionist,2016-03-18,0.0,"20,000 .. 50,000",Green Moon Games,RPG Maker MV,2.00E+04,5.00E+04,20.0K,50.0K
Ellen and the Degenerates RPG,2019-02-07,0.0,"20,000 .. 50,000","John Shields, Humdinger Games",Humdinger Games,2.00E+04,5.00E+04,20.0K,50.0K
Rocketboat - Pilot,2018-04-25,0.0,"20,000 .. 50,000","Present Day Media, LLC","Present Day Media, LLC",2.00E+04,5.00E+04,20.0K,50.0K
Showdown Adventure,2016-09-21,,"20,000 .. 50,000",Herbi Games,Herbi Games,2.00E+04,5.00E+04,20.0K,50.0K
Dawn of the Breakers,2018-11-22,,"20,000 .. 50,000","CyberStep, Inc.","CyberStep, Inc.",2.00E+04,5.00E+04,20.0K,50.0K
全战天下,2021-04-12,0.0,"20,000 .. 50,000",全战天下,全战天下,2.00E+04,5.00E+04,20.0K,50.0K
Solenars Edge Rebirth,2017-08-01,0.0,"20,000 .. 50,000",Team Syukino,Team Syukino,2.00E+04,5.00E+04,20.0K,50.0K
Clicker Warriors,2019-10-22,0.0,"20,000 .. 50,000",Open World Interactive,Open World Interactive,2.00E+04,5.00E+04,20.0K,50.0K
Might & Mayhem,2017-06-05,0.0,"20,000 .. 50,000",Kiz Studios,"You42, Inc.",2.00E+04,5.00E+04,20.0K,50.0K
Plenty: Skyhearth,2016-10-20,0.0,"20,000 .. 50,000",Tiny Lions,Tiny Lions Inc.,2.00E+04,5.00E+04,20.0K,50.0K
Orphan of the Petal,2019-02-04,0.0,"20,000 .. 50,000","Scorching Castle, Linno",0Cube,2.00E+04,5.00E+04,20.0K,50.0K
Dragon Souls,2020-10-01,0.0,"20,000 .. 50,000",Avant Games,Avant Games,2.00E+04,5.00E+04,20.0K,50.0K
Heroes of Fortunia,2019-04-04,0.0,"20,000 .. 50,000",Polska Lemon Ltd.,Polska Lemon Ltd.,2.00E+04,5.00E+04,20.0K,50.0K
Light In The Dark,2017-11-03,0.0,"20,000 .. 50,000",Kisuarts,Kisuarts,2.00E+04,5.00E+04,20.0K,50.0K
Wartune,2016-07-18,,"20,000 .. 50,000",7 Road,Proficient City,2.00E+04,5.00E+04,20.0K,50.0K
White Pearl,2017-12-23,0.0,"20,000 .. 50,000",Harry Gill,Harry Gill,2.00E+04,5.00E+04,20.0K,50.0K
Countrified,2021-05-23,0.0,"20,000 .. 50,000",Avelar Studios,Avelar Studios,2.00E+04,5.00E+04,20.0K,50.0K
Magnesia,2019-01-07,0.0,"20,000 .. 50,000",Toruko Games,Toruko Games,2.00E+04,5.00E+04,20.0K,50.0K
Mathoria: It All Adds Up,2014-12-27,0.0,"20,000 .. 50,000",Senshi.Labs,Senshi.Labs,2.00E+04,5.00E+04,20.0K,50.0K
Dragon Blood,2017-01-31,0.0,"20,000 .. 50,000",TeamTop Games,101XP,2.00E+04,5.00E+04,20.0K,50.0K
Undungeon Arena,2020-10-29,,"20,000 .. 50,000",Laughing Machines,tinyBuild,2.00E+04,5.00E+04,20.0K,50.0K
Legend of Towercraft,2020-06-05,0.0,"20,000 .. 50,000","Martin Bartsch, Stephanie Senjuty Bartsch",Martin Bartsch,2.00E+04,5.00E+04,20.0K,50.0K
Yandere Escape,2020-02-28,,"20,000 .. 50,000",LetmeDwight,LetmeDwight,2.00E+04,5.00E+04,20.0K,50.0K
The Oni Sellsword,2018-08-07,0.0,"20,000 .. 50,000",Eric Baskin,Eric Baskin,2.00E+04,5.00E+04,20.0K,50.0K
ぶんまわしヒーロー / Full Swing Hero,2019-05-01,0.0,"20,000 .. 50,000","Katsumi Suenami, (kamiena)","Katsumi Suenami, (kamiena)",2.00E+04,5.00E+04,20.0K,50.0K
WorldQuest,2018-04-29,0.0,"20,000 .. 50,000","William Xu, Alex Raita","William Xu, Alex Raita",2.00E+04,5.00E+04,20.0K,50.0K
Castlehold,2021-03-03,0.0,"20,000 .. 50,000",5TH Cell,5TH Cell,2.00E+04,5.00E+04,20.0K,50.0K
Andromeda: Rebirth of Humanity,2020-10-06,0.0,"20,000 .. 50,000",Null Reference Games,Null Reference Games,2.00E+04,5.00E+04,20.0K,50.0K
Pirates of Everseas,2019-08-12,0.0,"20,000 .. 50,000",Moonmana,Moonmana,2.00E+04,5.00E+04,20.0K,50.0K
Angels & Demigods - SciFi VR Visual Novel,2016-09-28,0.0,"20,000 .. 50,000",7 Keys Studios,7 Keys Studios,2.00E+04,5.00E+04,20.0K,50.0K
MonsterxMan: Inheritence To Lust,2018-04-24,0.0,"20,000 .. 50,000",Hexadecimalstudios,Hexadecimalstudios,2.00E+04,5.00E+04,20.0K,50.0K
大老爷,2019-09-26,0.0,"20,000 .. 50,000",Shanghai XunXIn,Shanghai XunXIn,2.00E+04,5.00E+04,20.0K,50.0K
MyDream,2015-02-20,0.0,"20,000 .. 50,000","MyDream Interactive, Inc","MyDream Interactive, Inc",2.00E+04,5.00E+04,20.0K,50.0K
Record of Lodoss War Online,2019-01-15,,"20,000 .. 50,000","L＆K CO., LTD","L＆K CO., LTD",2.00E+04,5.00E+04,20.0K,50.0K
Miner Lou,2019-05-30,0.0,"20,000 .. 50,000",Fuzzy Code Studio LLC,Fuzzy Code Studio LLC,2.00E+04,5.00E+04,20.0K,50.0K
Born of Fire,2019-09-04,0.0,"20,000 .. 50,000",Leaf Boat Studio,Leaf Boat Studio,2.00E+04,5.00E+04,20.0K,50.0K
Demonpact: Clarice,2020-06-12,0.0,"20,000 .. 50,000",Goiaba Megas Xellox,Goiaba Megas Xellox,2.00E+04,5.00E+04,20.0K,50.0K
Winds of Change - The Opening Act,2019-05-31,,"20,000 .. 50,000",Tall Tail Studios,Tall Tail Studios,2.00E+04,5.00E+04,20.0K,50.0K
安堂的心理咨询室：杯中之心〈ANDOU：Pulse of cup〉,2020-10-01,0.0,"20,000 .. 50,000",机械神狐教制作组,机械神狐教制作组,2.00E+04,5.00E+04,20.0K,50.0K
Badland Bandits,2015-07-16,0.0,"20,000 .. 50,000",Wild Wolf Std,Wild Wolf Std,2.00E+04,5.00E+04,20.0K,50.0K
Dead Sea,2015-03-25,,"20,000 .. 50,000",199CentsSTUDIO,199CentsSTUDIO,2.00E+04,5.00E+04,20.0K,50.0K
Team Four Star RPG,2017-11-08,0.0,"20,000 .. 50,000",Shadow Blade Productions,Shadow Blade Productions,2.00E+04,5.00E+04,20.0K,50.0K
Global Adventures,2017-12-29,0.0,"20,000 .. 50,000",PixelSoft,SubaGames,2.00E+04,5.00E+04,20.0K,50.0K
Temple of Rust,2018-09-18,0.0,"20,000 .. 50,000",James Mearman,www.dev-zoo.net,2.00E+04,5.00E+04,20.0K,50.0K
Flowers in Dark,2019-01-03,,"20,000 .. 50,000",晨风工坊/DAWNWING SHOP,0Cube,2.00E+04,5.00E+04,20.0K,50.0K
异霊 皓月空华,2018-12-31,0.0,"20,000 .. 50,000",ZCH字母君,0Cube,2.00E+04,5.00E+04,20.0K,50.0K
ARISEN: Prologue,2020-07-18,,"20,000 .. 50,000",Maratus,Maratus,2.00E+04,5.00E+04,20.0K,50.0K
Xecryst Remains,2019-02-21,,"20,000 .. 50,000",Krysle Quinsen,Krysle Quinsen,2.00E+04,5.00E+04,20.0K,50.0K
Wyvern,2021-03-09,0.0,"20,000 .. 50,000",Ghost Track Inc,Ghost Track Inc,2.00E+04,5.00E+04,20.0K,50.0K
Valley of Decay,2019-06-27,0.0,"20,000 .. 50,000",Mario Papadopoulos,Mario Papadopoulos,2.00E+04,5.00E+04,20.0K,50.0K
Soundscape VR,2017-04-16,0.0,"20,000 .. 50,000",Groove Science Studios,Groove Science Studios,2.00E+04,5.00E+04,20.0K,50.0K
Find & Destroy: Tank Strategy,2018-06-12,0.0,"20,000 .. 50,000",mPower Games Studio,mPower Games Studio,2.00E+04,5.00E+04,20.0K,50.0K
"Project ""Fire""",2016-10-01,0.0,"20,000 .. 50,000",Distant Alliance,Distant Alliance,2.00E+04,5.00E+04,20.0K,50.0K
胸怀三国 OL / 삼국지를 품다 / Embrace the Three Kingdoms OL,2019-05-22,,"20,000 .. 50,000",VALOFE,VALOFE,2.00E+04,5.00E+04,20.0K,50.0K
Tower Keepers,2018-11-11,0.0,"20,000 .. 50,000",Ninja Kiwi,Ninja Kiwi,2.00E+04,5.00E+04,20.0K,50.0K
Ragnarok RE:START,2017-07-18,,"20,000 .. 50,000",Gravity Interactive,Gravity Interactive,2.00E+04,5.00E+04,20.0K,50.0K
Erinye Demo,2018-03-19,0.0,"20,000 .. 50,000",Karosu-Maker,Karosu-Maker,2.00E+04,5.00E+04,20.0K,50.0K
Abyss The Forgotten Past: Prologue,2020-12-04,0.0,"20,000 .. 50,000",OWG Studios,Sedoc LLC,2.00E+04,5.00E+04,20.0K,50.0K
星帷之瓣,2020-12-25,0.0,"20,000 .. 50,000",daihua.k,"daihua.k, RMAsia",2.00E+04,5.00E+04,20.0K,50.0K
Emmerholt: Prologue,2017-02-14,0.0,"20,000 .. 50,000",Oneiric Entertainment LLC,Oneiric Entertainment LLC,2.00E+04,5.00E+04,20.0K,50.0K
Valor Time,2018-11-14,0.0,"20,000 .. 50,000",ObjectOnIT,ObjectOnIT,2.00E+04,5.00E+04,20.0K,50.0K
Starfall Online,2020-02-20,,"20,000 .. 50,000",Snowforged Entertainment,Snowforged Entertainment,2.00E+04,5.00E+04,20.0K,50.0K
Aimi,2020-10-20,0.0,"20,000 .. 50,000",Toasty,Toasty,2.00E+04,5.00E+04,20.0K,50.0K
Bang! Howdy,2017-07-01,0.0,"20,000 .. 50,000",Affliction Networks,Affliction Networks,2.00E+04,5.00E+04,20.0K,50.0K
bit Dungeon+,2016-03-10,,"20,000 .. 50,000",Dolores Entertainment,Dolores Entertainment,2.00E+04,5.00E+04,20.0K,50.0K
Aura Kingdom 2,2020-04-15,,"20,000 .. 50,000","X-Legend Entertainment Co., Ltd.","X-Legend Entertainment Co., Ltd.",2.00E+04,5.00E+04,20.0K,50.0K
AI Escort,2018-04-12,,"20,000 .. 50,000",MagicHouse,Paradise Project,2.00E+04,5.00E+04,20.0K,50.0K
Scions of Fate,2018-01-29,0.0,"20,000 .. 50,000",MGAME Corporation,NETGAME Inc,2.00E+04,5.00E+04,20.0K,50.0K
Your Quest,2015-04-13,0.0,"20,000 .. 50,000",Oblivionburn Productions,Oblivionburn Productions,2.00E+04,5.00E+04,20.0K,50.0K
BLOCK Multiplayer: RPG,2020-03-16,,"20,000 .. 50,000",CyberMotion Games,CyberMotion Games,2.00E+04,5.00E+04,20.0K,50.0K
Dinosaurs A Prehistoric Adventure,2017-12-17,0.0,"20,000 .. 50,000",Arcupion Art,Arcupion Art,2.00E+04,5.00E+04,20.0K,50.0K
Heroes of Havoc: Idle Adventures,2016-12-15,0.0,"20,000 .. 50,000",Kiz Studios,Kiz Studios,2.00E+04,5.00E+04,20.0K,50.0K
Chinese PaladinSword and Fairy 5 Prequel,2017-09-29,6.29,"20,000 .. 50,000","Softstar Technology (Beijing) Co.,Ltd","Beijing New Era Network Technology Co., Ltd.",2.00E+04,5.00E+04,20.0K,50.0K
Greed Knights,2020-10-27,0.0,"20,000 .. 50,000",Renan Miguelote Vianna,Renan Miguelote Vianna,2.00E+04,5.00E+04,20.0K,50.0K
Sid Classic,2021-02-18,0.0,"20,000 .. 50,000",Singta inc.,Singta inc.,2.00E+04,5.00E+04,20.0K,50.0K
Astonia Reborn,2018-08-20,,"20,000 .. 50,000",Astonia Reborn,Astonia Reborn,2.00E+04,5.00E+04,20.0K,50.0K
Rebirth Fantasy,2020-06-09,,"20,000 .. 50,000",Retro Craftz Studio,Retro Craftz Studio,2.00E+04,5.00E+04,20.0K,50.0K
Loneliness,2010-04-26,0.0,"20,000 .. 50,000",Jordan Magnuson,Jordan Magnuson,2.00E+04,5.00E+04,20.0K,50.0K
Astonia: The Return of Yendor,2020-02-18,0.0,"20,000 .. 50,000",A:TroY,A:TroY,2.00E+04,5.00E+04,20.0K,50.0K
Crypt- The Black Tower,2018-03-09,0.0,"20,000 .. 50,000",Endless Void Studios,Endless Void Studios,2.00E+04,5.00E+04,20.0K,50.0K
Key To Heaven,2021-04-23,0.0,"20,000 .. 50,000",Far side of North Studio,Far side of North Studio,2.00E+04,5.00E+04,20.0K,50.0K
Towards The Pantheon: Escaping Eternity,2017-10-25,0.0,"20,000 .. 50,000",Connor O.R.T. Linning,Connor O.R.T. Linning,2.00E+04,5.00E+04,20.0K,50.0K
Nyanco Project,2019-08-01,0.0,"20,000 .. 50,000",Nyanco Channel,Nyanco Channel,2.00E+04,5.00E+04,20.0K,50.0K
Lamia Must Die,2014-02-17,0.0,"20,000 .. 50,000",Tuomo Laine,Tuomo Laine,2.00E+04,5.00E+04,20.0K,50.0K
pemsa,2022-04-13,0.0,"20,000 .. 50,000",Rexcellent Games,Rexcellent Games,2.00E+04,5.00E+04,20.0K,50.0K
Kokurase Episode 1,2016-11-10,0.0,"20,000 .. 50,000","galanti, Vaka Game Magazine",Vaka Game Magazine,2.00E+04,5.00E+04,20.0K,50.0K
Dragon Spirits : Prologue,2020-08-26,0.0,"20,000 .. 50,000",FHNBHJ,indienova,2.00E+04,5.00E+04,20.0K,50.0K
Winning Love by Daylight,2021-02-06,0.0,"20,000 .. 50,000",Cutlass Boardgames,Cutlass Boardgames,2.00E+04,5.00E+04,20.0K,50.0K
Project Exhibited,2020-06-16,0.0,"20,000 .. 50,000",Team Thieves,Breda University of Applied Sciences,2.00E+04,5.00E+04,20.0K,50.0K
